opco,dbTechnology,hostName,variant,tenatnId,dbType,dbVersion,memberStatus,clusterName,port,instanceType,databseRole,isClustered,patchCompliance,env,physMemory,totalCPUs,dbSizeMB,encAtRest,encTechnique,backupMethod,isExternalFacing,sslEnabled,databaseTier,auditCompliance,isDBaaS,dbaasVendor,lastChangeDate
"MERCER","mongo","gbbed21db07v","Enterprise","mongo.rs.REPWDA067.gbbed21db07v.27067","traditional","4.0.12","Active","REPWDA067","27067","mongo.rs","SECONDARY","Yes","No","prod","31453417472","4","35743.0546875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","gbbed21db09v","Enterprise","mongo.rs.REPWDA067.gbbed21db09v.27067","traditional","4.0.12","Active","REPWDA067","27067","mongo.rs","SECONDARY","Yes","No","prod","31453409280","4","35743.0546875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","gbbed21db05v","Enterprise","mongo.rs.REPMET086.gbbed21db05v.27086","traditional","4.0.12","Active","REPMET086","27086","mongo.rs","PRIMARY","Yes","No","prod","31453417472","4","3366.21875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","gbbed21db07v","Enterprise","mongo.rs.REPMET086.gbbed21db07v.27086","traditional","4.0.12","Active","REPMET086","27086","mongo.rs","SECONDARY","Yes","No","prod","31453417472","4","3366.21875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","gbbed21db09v","Enterprise","mongo.rs.REPMET086.gbbed21db09v.27086","traditional","4.0.12","Active","REPMET086","27086","mongo.rs","SECONDARY","Yes","No","prod","31453409280","4","3366.21875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MARSH","mongo","ip-10-237-107-127.ec2.internal","Enterprise","mongo.rs.rs_nam_aws_cap_stg01.ip-10-237-107-127.ec2.internal.27011","traditional","4.2.14","Active","rs_nam_aws_cap_stg01","27011","mongo.rs","PRIMARY","Yes","No","uat","66548252672","8","21.97265625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MARSH","mongo","ip-10-237-73-236.ec2.internal","Enterprise","mongo.rs.rs_nam_aws_cap_stg01.ip-10-237-73-236.ec2.internal.27011","traditional","4.2.14","Active","rs_nam_aws_cap_stg01","27011","mongo.rs","(not reachable/healthy)","Yes","No","uat","66548252672","8","21.97265625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MARSH","mongo","ip-10-237-90-101.ec2.internal","Enterprise","mongo.rs.rs_nam_aws_cap_stg01.ip-10-237-90-101.ec2.internal.27011","traditional","4.2.14","Active","rs_nam_aws_cap_stg01","27011","mongo.rs","SECONDARY","Yes","No","uat","66548252672","8","21.97265625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPBEL173.ip-10-236-27-50.ec2.internal.27173","traditional","4.0.12","Active","REPBEL173","27173","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","37.30078125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPBEL173.ip-10-236-42-128.ec2.internal.27173","traditional","4.0.12","Active","REPBEL173","27173","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","37.30078125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPBEL173.ip-10-236-11-136.ec2.internal.27173","traditional","4.0.12","Active","REPBEL173","27173","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","37.30078125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPMOSM171.ip-10-236-27-50.ec2.internal.27171","traditional","4.0.12","Active","REPMOSM171","27171","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","46.12890625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPMOSM171.ip-10-236-42-128.ec2.internal.27171","traditional","4.0.12","Active","REPMOSM171","27171","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","46.12890625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPMOSM171.ip-10-236-11-136.ec2.internal.27171","traditional","4.0.12","Active","REPMOSM171","27171","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","46.12890625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPSDK168.ip-10-236-27-50.ec2.internal.27168","traditional","4.0.12","Active","REPSDK168","27168","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","36.55078125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPSDK168.ip-10-236-42-128.ec2.internal.27168","traditional","4.0.12","Active","REPSDK168","27168","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","36.55078125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPSDK168.ip-10-236-11-136.ec2.internal.27168","traditional","4.0.12","Active","REPSDK168","27168","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","36.55078125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPMBP110.ip-10-236-27-50.ec2.internal.27110","traditional","4.0.12","Active","REPMBP110","27110","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","49.91015625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPMBP110.ip-10-236-42-128.ec2.internal.27110","traditional","4.0.12","Active","REPMBP110","27110","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","49.91015625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPMBP110.ip-10-236-11-136.ec2.internal.27110","traditional","4.0.12","Active","REPMBP110","27110","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","49.91015625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPASG147.ip-10-236-27-50.ec2.internal.27147","traditional","4.0.12","Active","REPASG147","27147","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","89.4453125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPASG147.ip-10-236-42-128.ec2.internal.27147","traditional","4.0.12","Active","REPASG147","27147","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","89.4453125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPASG147.ip-10-236-11-136.ec2.internal.27147","traditional","4.0.12","Active","REPASG147","27147","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","89.4453125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPHEALTHS153.ip-10-236-27-50.ec2.internal.27153","traditional","4.0.12","Active","REPHEALTHS153","27153","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","92.4609375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPHEALTHS153.ip-10-236-42-128.ec2.internal.27153","traditional","4.0.12","Active","REPHEALTHS153","27153","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","92.4609375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPHEALTHS153.ip-10-236-11-136.ec2.internal.27153","traditional","4.0.12","Active","REPHEALTHS153","27153","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","92.4609375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPGBP129.ip-10-236-27-50.ec2.internal.27129","traditional","4.2.6","Active","REPGBP129","27129","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","45.3046875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPGBP129.ip-10-236-42-128.ec2.internal.27129","traditional","4.2.6","Active","REPGBP129","27129","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","45.3046875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPGBP129.ip-10-236-11-136.ec2.internal.27129","traditional","4.2.6","Active","REPGBP129","27129","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","45.3046875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPPASSPORT141.ip-10-236-27-50.ec2.internal.27141","traditional","4.0.12","Active","REPPASSPORT141","27141","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","317.1484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPPASSPORT141.ip-10-236-42-128.ec2.internal.27141","traditional","4.0.12","Active","REPPASSPORT141","27141","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","317.1484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPPASSPORT141.ip-10-236-11-136.ec2.internal.27141","traditional","4.0.12","Active","REPPASSPORT141","27141","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","317.1484375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPSKP140.ip-10-236-27-50.ec2.internal.27140","traditional","4.0.12","Active","REPSKP140","27140","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","937.0390625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPSKP140.ip-10-236-42-128.ec2.internal.27140","traditional","4.0.12","Active","REPSKP140","27140","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","937.0390625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPSKP140.ip-10-236-11-136.ec2.internal.27140","traditional","4.0.12","Active","REPSKP140","27140","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","937.0390625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPENH060.ip-10-236-27-50.ec2.internal.27060","traditional","4.0.12","Active","REPENH060","27060","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","123.58984375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPENH060.ip-10-236-42-128.ec2.internal.27060","traditional","4.0.12","Active","REPENH060","27060","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","123.58984375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPENH060.ip-10-236-11-136.ec2.internal.27060","traditional","4.0.12","Active","REPENH060","27060","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","123.58984375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPMMP079.ip-10-236-27-50.ec2.internal.27079","traditional","4.0.12","Active","REPMMP079","27079","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","9681.79296875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPMMP079.ip-10-236-42-128.ec2.internal.27079","traditional","4.0.12","Active","REPMMP079","27079","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","9681.79296875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPMMP079.ip-10-236-11-136.ec2.internal.27079","traditional","4.0.12","Active","REPMMP079","27079","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","9681.79296875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPMMP078.ip-10-236-27-50.ec2.internal.27078","traditional","4.0.12","Active","REPMMP078","27078","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","34433.5703125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPMMP078.ip-10-236-42-128.ec2.internal.27078","traditional","4.0.12","Active","REPMMP078","27078","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","34433.5703125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPMMP078.ip-10-236-11-136.ec2.internal.27078","traditional","4.0.12","Active","REPMMP078","27078","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","34433.5703125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPMMP077.ip-10-236-27-50.ec2.internal.27077","traditional","4.0.12","Active","REPMMP077","27077","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","123.671875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPMMP077.ip-10-236-42-128.ec2.internal.27077","traditional","4.0.12","Active","REPMMP077","27077","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","123.671875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPMMP077.ip-10-236-11-136.ec2.internal.27077","traditional","4.0.12","Active","REPMMP077","27077","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","123.671875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPMMP076.ip-10-236-27-50.ec2.internal.27076","traditional","4.0.12","Active","REPMMP076","27076","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","167.7265625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPMMP076.ip-10-236-42-128.ec2.internal.27076","traditional","4.0.12","Active","REPMMP076","27076","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","167.7265625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPMMP076.ip-10-236-11-136.ec2.internal.27076","traditional","4.0.12","Active","REPMMP076","27076","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","167.7265625","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPMMP075.ip-10-236-27-50.ec2.internal.27075","traditional","4.0.12","Active","REPMMP075","27075","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","1278.32421875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPMMP075.ip-10-236-42-128.ec2.internal.27075","traditional","4.0.12","Active","REPMMP075","27075","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","1278.32421875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPMMP075.ip-10-236-11-136.ec2.internal.27075","traditional","4.0.12","Active","REPMMP075","27075","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","1278.32421875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPWAR113.ip-10-236-27-50.ec2.internal.27113","traditional","4.0.12","Active","REPWAR113","27113","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","123.67578125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPWAR113.ip-10-236-42-128.ec2.internal.27113","traditional","4.0.12","Active","REPWAR113","27113","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","123.67578125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPWAR113.ip-10-236-11-136.ec2.internal.27113","traditional","4.0.12","Active","REPWAR113","27113","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","123.67578125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPDSP072.ip-10-236-27-50.ec2.internal.27072","traditional","4.0.12","Active","REPDSP072","27072","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","1682.91796875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPDSP072.ip-10-236-42-128.ec2.internal.27072","traditional","4.0.12","Active","REPDSP072","27072","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","1682.91796875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPDSP072.ip-10-236-11-136.ec2.internal.27072","traditional","4.0.12","Active","REPDSP072","27072","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","1682.91796875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPAHW104.ip-10-236-27-50.ec2.internal.27104","traditional","4.0.12","Active","REPAHW104","27104","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","159.82421875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPAHW104.ip-10-236-42-128.ec2.internal.27104","traditional","4.0.12","Active","REPAHW104","27104","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","159.82421875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPAHW104.ip-10-236-11-136.ec2.internal.27104","traditional","4.0.12","Active","REPAHW104","27104","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","159.82421875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPDIG106.ip-10-236-27-50.ec2.internal.27106","traditional","4.0.12","Active","REPDIG106","27106","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","123.92578125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPDIG106.ip-10-236-42-128.ec2.internal.27106","traditional","4.0.12","Active","REPDIG106","27106","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","123.92578125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPDIG106.ip-10-236-11-136.ec2.internal.27106","traditional","4.0.12","Active","REPDIG106","27106","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","123.92578125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPBOF100.ip-10-236-27-50.ec2.internal.27100","traditional","4.0.12","Active","REPBOF100","27100","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","2067.1171875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPBOF100.ip-10-236-42-128.ec2.internal.27100","traditional","4.0.12","Active","REPBOF100","27100","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","2067.1171875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPBOF100.ip-10-236-11-136.ec2.internal.27100","traditional","4.0.12","Active","REPBOF100","27100","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","2067.1171875","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPMOS080.ip-10-236-27-50.ec2.internal.27080","traditional","4.0.12","Active","REPMOS080","27080","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","1461.49609375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPMOS080.ip-10-236-42-128.ec2.internal.27080","traditional","4.0.12","Active","REPMOS080","27080","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","1461.49609375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPMOS080.ip-10-236-11-136.ec2.internal.27080","traditional","4.0.12","Active","REPMOS080","27080","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","1461.49609375","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-27-50.ec2.internal","Enterprise","mongo.rs.REPDIG102.ip-10-236-27-50.ec2.internal.27102","traditional","4.0.12","Active","REPDIG102","27102","mongo.rs","SECONDARY","Yes","No","prod","267355107328","32","123.8828125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-42-128.ec2.internal","Enterprise","mongo.rs.REPDIG102.ip-10-236-42-128.ec2.internal.27102","traditional","4.0.12","Active","REPDIG102","27102","mongo.rs","PRIMARY","Yes","No","prod","267355172864","32","123.8828125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
"MERCER","mongo","ip-10-236-11-136.ec2.internal","Enterprise","mongo.rs.REPDIG102.ip-10-236-11-136.ec2.internal.27102","traditional","4.0.12","Active","REPDIG102","27102","mongo.rs","SECONDARY","Yes","No","prod","267355172864","32","123.8828125","YES","unknown","opsMgr","no","NO","unknown","unknown","no","unknown","Wed, 29 Sep 2021 00:00:00 GMT"
